GFN,FWE,FIA,FWI,USAGE,LANGUAGES
Source Sans Pro:normal:700,5,1,3,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Source Sans Pro:normal:900,5,1,4,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Source Serif Pro:normal:400,3,1,4,header,latin+latin-ext
Source Serif Pro:normal:600,4,1,4,header,latin+latin-ext
Source Serif Pro:normal:700,4,1,4,header,latin+latin-ext
Space Mono:italic:400,3,5,4,?,latin+vietnamese+latin-ext
Space Mono:italic:700,4,5,4,?,latin+vietnamese+latin-ext
Space Mono:normal:400,3,1,4,?,latin+vietnamese+latin-ext
Space Mono:normal:700,4,1,4,?,latin+vietnamese+latin-ext
Special Elite:normal:400,3,1,3,header,latin
Spectral SC:italic:200,2,4,3,?,latin+cyrillic+vietnamese+latin-ext
Spectral SC:italic:300,2,4,3,?,latin+cyrillic+vietnamese+latin-ext
Spectral SC:italic:400,3,5,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral SC:italic:500,3,5,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral SC:italic:600,3,5,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral SC:italic:700,4,4,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral SC:italic:800,4,4,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral SC:normal:200,2,1,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral SC:normal:300,2,1,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral SC:normal:400,3,1,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral SC:normal:500,3,1,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral SC:normal:600,3,1,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral SC:normal:700,4,1,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral SC:normal:800,4,1,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral:italic:200,2,4,3,?,latin+cyrillic+vietnamese+latin-ext
Spectral:italic:300,2,4,3,?,latin+cyrillic+vietnamese+latin-ext
Spectral:italic:400,2,4,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral:italic:500,3,4,3,?,latin+cyrillic+vietnamese+latin-ext
Spectral:italic:600,3,5,3,?,latin+cyrillic+vietnamese+latin-ext
Spectral:italic:700,3,5,3,?,latin+cyrillic+vietnamese+latin-ext
Spectral:italic:800,4,4,3,?,latin+cyrillic+vietnamese+latin-ext
Spectral:normal:200,2,1,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral:normal:300,2,1,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral:normal:400,2,1,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral:normal:500,3,1,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral:normal:600,3,1,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral:normal:700,3,1,4,?,latin+cyrillic+vietnamese+latin-ext
Spectral:normal:800,4,1,4,?,latin+cyrillic+vietnamese+latin-ext
Spicy Rice:normal:400,6,1,2,header,latin
Spinnaker:normal:400,3,1,4,body,latin+latin-ext
Spirax:normal:400,2,1,4,body,latin
Squada One:normal:400,5,1,3,header,latin
Sree Krushnadevaraya:normal:400,3,1,4,body,latin+telugu
Sriracha:normal:400,4,5,3,?,latin+thai+vietnamese+latin-ext
Stalemate:normal:400,1,1,4,header,latin+latin-ext
Stalinist One:normal:400,5,1,7,header,latin+cyrillic+latin-ext
Stardos Stencil:normal:400,3,1,3,body,latin
Stardos Stencil:normal:700,4,1,4,header,latin
Stint Ultra Condensed:normal:400,4,1,2,header,latin+latin-ext
Stint Ultra Expanded:normal:400,2,1,6,header,latin+latin-ext
Stoke:normal:300,3,1,4,header,latin+latin-ext
Stoke:normal:400,3,1,4,header,latin+latin-ext
Strait:normal:400,3,1,3,header,latin
Stylish:normal:400,3,1,4,?,latin+korean
Sue Ellen Francisco:normal:400,2,1,2,header,latin
Suez One:normal:400,5,1,4,header,latin+hebrew+latin-ext
Sumana:normal:400,3,1,4,body,latin+latin-ext+devanagari
Sumana:normal:700,4,1,4,body,latin+latin-ext+devanagari
Sunflower:normal:300,3,1,3,?,latin+korean
Sunflower:normal:500,4,1,3,?,latin+korean
Sunflower:normal:700,4,1,3,?,latin+korean
Sunshiney:normal:400,3,1,3,header,latin
Supermercado One:normal:400,4,1,3,header,latin
Sura:normal:400,3,1,3,body,latin+latin-ext+devanagari
Sura:normal:700,4,1,3,body,latin+latin-ext+devanagari
Suranna:normal:400,3,1,4,body,latin+telugu
Suravaram:normal:400,3,1,4,body,latin+telugu
Suwannaphum:normal:400,2,1,1,?,khmer
Swanky and Moo Moo:normal:400,2,1,5,header,latin
Syncopate:normal:400,3,1,4,header,latin
Syncopate:normal:700,5,1,4,header,latin
Tajawal:normal:200,1,1,3,?,latin+arabic
Tajawal:normal:300,2,1,3,?,latin+arabic
Tajawal:normal:400,3,1,3,?,latin+arabic
Tajawal:normal:500,3,1,4,?,latin+arabic
Tajawal:normal:700,4,1,4,?,latin+arabic
Tajawal:normal:800,4,1,4,?,latin+arabic
Tajawal:normal:900,5,1,4,?,latin+arabic
Tangerine:normal:400,1,10,6,header,latin
Tangerine:normal:700,2,8,6,header,latin
Taprom:normal:400,2,4,2,?,khmer
Tauri:normal:400,4,1,3,header,latin+latin-ext
Taviraj:italic:100,1,4,3,?,latin+thai+vietnamese+latin-ext
Taviraj:italic:200,2,4,3,?,latin+thai+vietnamese+latin-ext
Taviraj:italic:300,2,5,4,?,latin+thai+vietnamese+latin-ext
Taviraj:italic:400,3,5,4,?,latin+thai+vietnamese+latin-ext
Taviraj:italic:500,3,5,4,?,latin+thai+vietnamese+latin-ext
Taviraj:italic:600,4,5,4,?,latin+thai+vietnamese+latin-ext
Taviraj:italic:700,4,5,4,?,latin+thai+vietnamese+latin-ext
Taviraj:italic:800,4,5,4,?,latin+thai+vietnamese+latin-ext
Taviraj:italic:900,4,5,4,?,latin+thai+vietnamese+latin-ext
Taviraj:normal:100,1,1,3,?,latin+thai+vietnamese+latin-ext
Taviraj:normal:200,2,1,3,?,latin+thai+vietnamese+latin-ext
Taviraj:normal:300,2,1,4,?,latin+thai+vietnamese+latin-ext
Taviraj:normal:400,3,1,4,?,latin+thai+vietnamese+latin-ext
Taviraj:normal:500,3,1,4,?,latin+thai+vietnamese+latin-ext
Taviraj:normal:600,4,1,4,?,latin+thai+vietnamese+latin-ext
Taviraj:normal:700,4,1,4,?,latin+thai+vietnamese+latin-ext
Taviraj:normal:800,4,1,4,?,latin+thai+vietnamese+latin-ext
Taviraj:normal:900,4,1,5,?,latin+thai+vietnamese+latin-ext
Teko:normal:300,4,1,2,header,latin+latin-ext+devanagari
Teko:normal:400,5,1,2,header,latin+latin-ext+devanagari
Teko:normal:500,5,1,2,body,latin+latin-ext+devanagari
Teko:normal:600,6,1,3,header,latin+latin-ext+devanagari
Teko:normal:700,6,1,3,header,latin+latin-ext+devanagari
Telex:normal:400,3,1,3,body,latin+latin-ext
Tenali Ramakrishna:normal:400,3,1,4,body,latin+telugu
Tenor Sans:normal:400,3,1,4,body,latin+cyrillic+latin-ext
Text Me One:normal:400,2,1,3,body,latin+latin-ext
The Girl Next Door:normal:400,1,1,2,header,latin
Tienne:normal:400,3,1,4,header,latin
Tienne:normal:700,4,1,4,header,latin
Tienne:normal:900,5,1,5,header,latin
Tillana:normal:400,2,4,3,header,latin+latin-ext+devanagari
Tillana:normal:500,3,5,3,header,latin+latin-ext+devanagari
Tillana:normal:600,3,4,3,header,latin+latin-ext+devanagari
Tillana:normal:700,4,4,4,?,latin+latin-ext+devanagari
Tillana:normal:800,4,4,4,?,latin+latin-ext+devanagari
Timmana:normal:400,4,3,3,header,latin+telugu
Tinos:italic:400,3,4,4,header,greek+cyrillic-ext+latin+cyrillic+hebrew+vietnamese+greek-ext+latin-ext
Tinos:italic:700,4,4,4,header,greek+cyrillic-ext+latin+cyrillic+hebrew+vietnamese+greek-ext+latin-ext
Tinos:normal:400,3,1,4,body,greek+cyrillic-ext+latin+cyrillic+hebrew+vietnamese+greek-ext+latin-ext
Tinos:normal:700,4,1,4,header,greek+cyrillic-ext+latin+cyrillic+hebrew+vietnamese+greek-ext+latin-ext
Titan One:normal:400,7,1,3,header,latin+latin-ext
Titillium Web:italic:200,2,5,3,header,latin+latin-ext
Titillium Web:italic:300,2,5,3,header,latin+latin-ext
Titillium Web:italic:400,3,5,3,header,latin+latin-ext
Titillium Web:italic:600,4,5,3,header,latin+latin-ext
Titillium Web:italic:700,5,5,3,header,latin+latin-ext
Titillium Web:normal:200,1,1,3,header,latin+latin-ext
Titillium Web:normal:300,2,1,3,header,latin+latin-ext
Titillium Web:normal:400,3,1,3,header,latin+latin-ext
Titillium Web:normal:600,4,1,3,header,latin+latin-ext
Titillium Web:normal:700,4,1,3,header,latin+latin-ext
Titillium Web:normal:900,6,1,3,header,latin+latin-ext
Trade Winds:normal:400,4,5,3,header,latin
Trirong:italic:100,1,5,3,?,latin+thai+vietnamese+latin-ext
Trirong:italic:200,2,5,3,?,latin+thai+vietnamese+latin-ext
Trirong:italic:300,2,5,4,?,latin+thai+vietnamese+latin-ext
Trirong:italic:400,3,5,4,?,latin+thai+vietnamese+latin-ext
Trirong:italic:500,3,5,4,?,latin+thai+vietnamese+latin-ext
Trirong:italic:600,3,5,4,?,latin+thai+vietnamese+latin-ext
Trirong:italic:700,4,5,4,?,latin+thai+vietnamese+latin-ext
Trirong:italic:800,4,5,4,?,latin+thai+vietnamese+latin-ext
Trirong:italic:900,4,5,4,?,latin+thai+vietnamese+latin-ext
Trirong:normal:100,1,1,3,?,latin+thai+vietnamese+latin-ext
Trirong:normal:200,2,1,4,?,latin+thai+vietnamese+latin-ext
Trirong:normal:300,2,1,4,?,latin+thai+vietnamese+latin-ext
Trirong:normal:400,3,1,4,?,latin+thai+vietnamese+latin-ext
Trirong:normal:500,3,1,4,?,latin+thai+vietnamese+latin-ext
Trirong:normal:600,3,1,4,?,latin+thai+vietnamese+latin-ext
Trirong:normal:700,4,1,4,?,latin+thai+vietnamese+latin-ext
Trirong:normal:800,4,1,4,?,latin+thai+vietnamese+latin-ext
Trirong:normal:900,4,1,4,?,latin+thai+vietnamese+latin-ext
Trocchi:normal:400,3,1,4,header,latin+latin-ext
Trochut:italic:400,3,5,3,header,latin
Trochut:normal:400,3,1,3,body,latin
Trochut:normal:700,4,1,3,header,latin
Trykker:normal:400,3,1,4,body,latin+latin-ext
Tulpen One:normal:400,2,1,1,header,latin
Ubuntu Condensed:normal:400,4,1,3,header,greek+cyrillic-ext+latin+cyrillic+greek-ext+latin-ext
Ubuntu Mono:italic:400,3,5,3,header,greek+cyrillic-ext+latin+cyrillic+greek-ext+latin-ext
Ubuntu Mono:italic:700,4,5,3,header,greek+cyrillic-ext+latin+cyrillic+greek-ext+latin-ext
Ubuntu Mono:normal:400,3,1,3,header,greek+cyrillic-ext+latin+cyrillic+greek-ext+latin-ext
Ubuntu Mono:normal:700,4,1,3,header,greek+cyrillic-ext+latin+cyrillic+greek-ext+latin-ext
Ubuntu:italic:300,3,5,3,header,greek+cyrillic-ext+latin+cyrillic+greek-ext+latin-ext
Ubuntu:italic:400,3,5,3,header,greek+cyrillic-ext+latin+cyrillic+greek-ext+latin-ext
Ubuntu:italic:500,4,5,3,header,greek+cyrillic-ext+latin+cyrillic+greek-ext+latin-ext
Ubuntu:italic:700,4,5,4,header,greek+cyrillic-ext+latin+cyrillic+greek-ext+latin-ext
Ubuntu:normal:300,2,1,3,header,greek+cyrillic-ext+latin+cyrillic+greek-ext+latin-ext
Ubuntu:normal:400,3,1,3,header,greek+cyrillic-ext+latin+cyrillic+greek-ext+latin-ext
Ubuntu:normal:500,4,1,3,header,greek+cyrillic-ext+latin+cyrillic+greek-ext+latin-ext
Ubuntu:normal:700,5,1,4,header,greek+cyrillic-ext+latin+cyrillic+greek-ext+latin-ext
Ultra:normal:400,6,1,4,header,latin
Uncial Antiqua:normal:400,3,1,4,header,latin
Underdog:normal:400,3,1,3,header,latin+cyrillic+latin-ext
Unica One:normal:400,3,1,2,body,latin+latin-ext
UnifrakturCook:normal:700,4,1,3,header,latin
UnifrakturMaguntia:normal:400,3,1,2,header,latin
Unkempt:normal:400,3,1,3,header,latin
Unkempt:normal:700,3,1,3,body,latin
Unlock:normal:400,5,1,3,header,latin
Unna:italic:400,3,4,4,?,latin+latin-ext
Unna:italic:700,3,3,4,?,latin+latin-ext
Unna:normal:400,3,1,4,header,latin+latin-ext
Unna:normal:700,3,1,4,?,latin+latin-ext
VT323:normal:400,4,1,3,body,latin+vietnamese+latin-ext
Vampiro One:normal:400,4,8,3,header,latin+latin-ext
Varela Round:normal:400,3,1,4,header,latin+hebrew+vietnamese+latin-ext
Varela:normal:400,3,1,4,body,latin+latin-ext
Vast Shadow:normal:400,3,1,5,header,latin
Vesper Libre:normal:400,3,1,4,body,latin+latin-ext+devanagari
Vesper Libre:normal:500,3,1,4,body,latin+latin-ext+devanagari
Vesper Libre:normal:700,4,1,4,body,latin+latin-ext+devanagari
Vesper Libre:normal:900,4,1,4,body,latin+latin-ext+devanagari
Vibur:normal:400,3,3,3,header,latin
Vidaloka:normal:400,3,1,4,header,latin
Viga:normal:400,4,1,3,header,latin+latin-ext
Voces:normal:400,3,1,3,header,latin+latin-ext
Volkhov:italic:400,3,5,4,header,latin
Volkhov:italic:700,3,5,4,header,latin
Volkhov:normal:400,3,1,4,header,latin
Volkhov:normal:700,4,1,4,header,latin
Vollkorn SC:normal:400,3,1,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Vollkorn SC:normal:600,3,1,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Vollkorn SC:normal:700,4,1,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Vollkorn SC:normal:900,4,1,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Vollkorn:italic:400,3,4,4,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Vollkorn:italic:600,3,5,4,?,greek+cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Vollkorn:italic:700,4,4,4,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Vollkorn:italic:900,5,4,4,?,greek+cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Vollkorn:normal:400,3,1,4,body,greek+cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Vollkorn:normal:600,3,1,4,?,greek+cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Vollkorn:normal:700,4,1,4,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Vollkorn:normal:900,5,1,4,?,greek+cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Voltaire:normal:400,3,1,2,body,latin
Waiting for the Sunrise:normal:400,1,1,2,header,latin
Wallpoet:normal:400,4,1,6,header,latin
Walter Turncoat:normal:400,3,1,3,header,latin
Warnes:normal:400,3,1,4,header,latin+latin-ext
Wellfleet:normal:400,4,1,3,body,latin+latin-ext
Wendy One:normal:400,5,1,4,header,latin+latin-ext
Wire One:normal:400,1,1,1,header,latin
Work Sans:normal:100,1,1,3,body,latin+latin-ext
Work Sans:normal:200,1,1,4,body,latin+latin-ext
Work Sans:normal:300,2,1,4,body,latin+latin-ext
Work Sans:normal:400,3,1,4,body,latin+latin-ext
Work Sans:normal:500,3,1,4,body,latin+latin-ext
Work Sans:normal:600,4,1,4,body,latin+latin-ext
Work Sans:normal:700,5,1,4,body,latin+latin-ext
Work Sans:normal:800,5,1,4,body,latin+latin-ext
Work Sans:normal:900,6,1,4,body,latin+latin-ext
Yanone Kaffeesatz:normal:200,1,1,2,header,latin+cyrillic+vietnamese+latin-ext
Yanone Kaffeesatz:normal:300,2,1,2,header,latin+cyrillic+vietnamese+latin-ext
Yanone Kaffeesatz:normal:400,4,1,2,header,latin+cyrillic+vietnamese+latin-ext
Yanone Kaffeesatz:normal:700,5,1,2,header,latin+cyrillic+vietnamese+latin-ext
Yantramanav:normal:100,1,1,3,body,latin+latin-ext+devanagari
Yantramanav:normal:300,2,1,3,body,latin+latin-ext+devanagari
Yantramanav:normal:400,3,1,3,body,latin+latin-ext+devanagari
Yantramanav:normal:500,4,1,3,body,latin+latin-ext+devanagari
Yantramanav:normal:700,4,1,3,body,latin+latin-ext+devanagari
Yantramanav:normal:900,5,1,3,body,latin+latin-ext+devanagari
Yatra One:normal:400,3,1,4,?,latin+latin-ext+devanagari
Yellowtail:normal:400,3,8,3,header,latin
Yeon Sung:normal:400,3,1,3,?,latin+korean
Yeseva One:normal:400,4,1,4,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Yesteryear:normal:400,3,7,4,header,latin
Yrsa:normal:300,2,1,4,?,latin+latin-ext
Yrsa:normal:400,3,1,4,?,latin+latin-ext
Yrsa:normal:500,3,1,4,?,latin+latin-ext
Yrsa:normal:600,4,1,4,?,latin+latin-ext
Yrsa:normal:700,4,1,4,?,latin+latin-ext
Zeyada:normal:400,1,1,3,header,latin
Zilla Slab Highlight:normal:400,10,1,1,?,latin+latin-ext
Zilla Slab Highlight:normal:700,9,1,1,?,latin+latin-ext
Zilla Slab:italic:300,2,3,4,?,latin+latin-ext
Zilla Slab:italic:400,3,4,4,?,latin+latin-ext
Zilla Slab:italic:500,3,3,4,?,latin+latin-ext
Zilla Slab:italic:600,4,3,4,?,latin+latin-ext
Zilla Slab:italic:700,5,3,4,?,latin+latin-ext
Zilla Slab:normal:300,2,1,4,?,latin+latin-ext
Zilla Slab:normal:400,3,1,4,?,latin+latin-ext
Zilla Slab:normal:500,3,1,4,?,latin+latin-ext
Zilla Slab:normal:600,4,1,4,?,latin+latin-ext
Zilla Slab:normal:700,4,1,4,?,latin+latin-ext
